,record
9606,9110
9607,4686
9608,385
9609,11804
9610,7559
9611,2787
9612,9870
9613,454
9614,11789
9615,2430
9616,4634
9617,6504
9618,9142
9619,1391
9620,5163
9621,8087
9622,9947
9623,2544
9624,4668
9625,995
9626,7331
9627,8546
9628,12880
9629,6152
9630,8674
9631,12695
9632,731
9633,6181
9634,1084
9635,11055
9636,3733
9637,3819
9638,1828
9639,1710
9640,7722
9641,11707
9642,10073
9643,3742
9644,5463
9645,2257
9646,7527
9647,13246
9648,2521
9649,1979
9650,1117
9651,4542
9652,5250
9653,7898
9654,679
9655,3977
9656,9405
9657,2939
9658,3180
9659,7075
9660,9578
9661,6051
9662,8011
9663,8387
9664,11616
9665,128
9666,10983
9667,6325
9668,569
9669,12669
9670,9165
9671,12133
9672,1091
9673,6716
9674,7455
9675,176
9676,3504
9677,6340
9678,6268
9679,5680
9680,8487
9681,7390
9682,6461
9683,10255
9684,2130
9685,8468
9686,8913
9687,7904
9688,9605
9689,11026
9690,8936
9691,5604
9692,7941
9693,5891
9694,8478
9695,12441
9696,12987
9697,5508
9698,12380
9699,1958
9700,11896
9701,10377
9702,132
9703,8737
9704,711
9705,2063
9706,5112
9707,7027
9708,3133
9709,6561
9710,8856
9711,2907
9712,8275
9713,7155
9714,7952
9715,4788
9716,3827
9717,12246
9718,436
9719,4651
9720,5587
9721,13013
9722,5774
9723,13394
9724,752
9725,5231
9726,1819
9727,5276
9728,2575
9729,9844
9730,13318
9731,10327
9732,5805
9733,10210
9734,7435
9735,11821
9736,7946
9737,482
9738,1013
9739,5183
9740,13079
9741,10555
9742,13515
9743,4476
9744,1350
9745,10882
9746,4844
9747,8227
9748,9230
9749,3814
9750,10799
9751,5792
9752,1519
9753,8849
9754,7529
9755,244
9756,13098
9757,1097
9758,8283
9759,1402
9760,1765
9761,2960
9762,6095
9763,9658
9764,7201
9765,12049
9766,1726
9767,6236
9768,4203
9769,1982
9770,1615
9771,12059
9772,4567
9773,5005
9774,3864
9775,8885
9776,12681
9777,10274
9778,12821
9779,10767
9780,7358
9781,8301
9782,10118
9783,6426
9784,4360
9785,1602
9786,5339
9787,11786
9788,2619
9789,6394
9790,8020
9791,2365
9792,3326
9793,5481
9794,4075
9795,2713
9796,12897
9797,55
9798,4585
9799,3883
9800,5197
9801,11834
9802,8977
9803,9643
9804,2987
9805,13106
9806,12706
9807,9917
9808,9984
9809,9000
9810,2850
9811,10025
9812,2749
9813,4616
9814,5710
9815,2013
9816,13429
9817,11141
9818,6684
9819,3869
9820,13129
9821,2892
9822,3120
9823,3426
9824,7731
9825,13085
9826,3849
9827,1478
9828,13045
9829,576
9830,8907
9831,4076
9832,2486
9833,9471
9834,9517
9835,4037
9836,3590
9837,6731
9838,6198
9839,4535
9840,6690
9841,1970
9842,6078
9843,9099
9844,10125
9845,6803
9846,11460
9847,8463
9848,3100
9849,2287
9850,5115
9851,9652
9852,10818
9853,4546
9854,7954
9855,1853
9856,8964
9857,8934
9858,11490
9859,5990
9860,10009
9861,7050
9862,452
9863,1882
9864,3991
9865,2910
9866,9450
9867,837
9868,249
9869,964
9870,13553
9871,6087
9872,13470
9873,2106
9874,4377
9875,8628
9876,12522
9877,5681
9878,10226
9879,619
9880,11082
9881,13323
9882,7625
9883,5575
9884,5709
9885,4315
9886,2261
9887,5856
9888,2848
9889,6659
9890,4991
9891,3459
9892,6208
9893,8654
9894,9822
9895,11312
9896,11650
9897,8393
9898,915
9899,6781
9900,9051
9901,10483
9902,7243
9903,502
9904,11513
9905,9482
9906,8955
9907,8123
9908,12715
9909,111
9910,8943
9911,10036
9912,56
9913,12497
9914,334
9915,12097
9916,5076
9917,10003
9918,1605
9919,4598
9920,10312
9921,481
9922,12696
9923,11463
9924,12417
9925,2122
9926,8489
9927,2561
9928,5599
9929,5470
9930,1843
9931,985
9932,5972
9933,968
9934,1267
9935,7791
9936,7083
9937,10471
9938,12738
9939,10249
9940,7726
9941,4917
9942,5608
9943,11543
9944,5904
9945,10929
9946,745
9947,9712
9948,8948
9949,5517
9950,5418
9951,11248
9952,403
9953,3148
9954,13392
9955,2595
9956,6185
9957,4982
9958,7989
9959,1523
9960,10617
9961,13178
9962,12513
9963,143
9964,2306
9965,4040
9966,5557
9967,3305
9968,13016
9969,12039
9970,3838
9971,5144
9972,2680
9973,10446
9974,4043
9975,4504
9976,1214
9977,12174
9978,7724
9979,7157
9980,6632
9981,3116
9982,9717
9983,6671
9984,2883
9985,11495
9986,54
9987,1876
9988,3836
9989,2435
9990,12088
9991,649
9992,5196
9993,8861
9994,3026
9995,460
9996,388
9997,10628
9998,5402
9999,6839
10000,4258
10001,1563
10002,3610
10003,12557
10004,443
10005,11928
10006,11611
10007,11588
10008,12767
10009,8352
10010,487
10011,1951
10012,11609
10013,8617
10014,9625
10015,13359
10016,8755
10017,11714
10018,1995
10019,8932
10020,3794
10021,1665
10022,831
10023,6143
10024,12451
10025,7950
10026,965
10027,1414
10028,11446
10029,636
10030,1654
10031,9330
10032,7048
10033,1635
10034,8327
10035,12188
10036,11545
10037,4684
10038,3692
10039,4192
10040,5558
10041,2120
10042,8878
10043,4026
10044,9121
10045,148
10046,5459
10047,12401
10048,10997
10049,4637
10050,2492
10051,11592
10052,723
10053,2230
10054,11557
10055,9231
10056,1201
10057,5773
10058,2821
10059,7789
10060,11348
10061,11395
10062,10745
10063,8748
10064,9296
10065,13584
10066,12121
10067,8994
10068,3221
10069,9708
10070,6991
10071,3514
10072,5420
10073,7111
10074,9600
10075,9257
10076,7974
10077,12792
10078,2881
10079,805
10080,13419
10081,8896
10082,2641
10083,512
10084,3435
10085,4527
10086,13208
10087,4650
10088,2835
10089,100
10090,438
10091,8260
10092,1652
10093,12571
10094,3303
10095,12199
10096,4456
10097,7231
10098,6355
10099,7301
10100,9840
10101,9465
10102,6583
10103,2140
10104,3279
10105,1024
10106,7656
10107,6863
10108,11868
10109,5303
10110,10757
10111,4143
10112,5252
10113,2559
10114,13350
10115,9573
10116,6453
10117,5597
10118,10372
10119,9197
10120,11214
10121,905
10122,11388
10123,3117
10124,10710
10125,13301
10126,2250
10127,6113
10128,1790
10129,5694
10130,1204
10131,6718
10132,5015
10133,9144
10134,12778
10135,7288
10136,11161
10137,9801
10138,8620
10139,12985
10140,11143
10141,5253
10142,13585
10143,2207
10144,7279
10145,9939
10146,13313
10147,7388
10148,5820
10149,9656
10150,1310
10151,12041
10152,11494
10153,12834
10154,13347
10155,5577
10156,12249
10157,471
10158,9934
10159,4584
10160,5232
10161,2752
10162,8791
10163,13076
10164,5877
10165,10630
10166,6304
10167,5423
10168,7289
10169,8975
10170,2205
10171,2020
10172,11596
10173,1823
10174,199
10175,4176
10176,4188
10177,3856
10178,3801
10179,1336
10180,3153
10181,12629
10182,4660
10183,3569
10184,2405
10185,3551
10186,9323
10187,9543
10188,2720
10189,11289
10190,12776
10191,6270
10192,5342
10193,11284
10194,6306
10195,2062
10196,860
10197,4610
10198,8668
10199,11571
10200,1756
10201,7128
10202,11332
10203,3304
10204,2324
10205,2665
10206,686
10207,4889
10208,11344
10209,11444
10210,11064
10211,10094
10212,12107
10213,10559
10214,4654
10215,7924
10216,2548
10217,2653
10218,8181
10219,8064
10220,10788
10221,1185
10222,13397
10223,8091
10224,6099
10225,3158
10226,5254
10227,13133
10228,8788
10229,5790
10230,9285
10231,10495
10232,2241
10233,503
10234,95
10235,11054
10236,8300
10237,60
10238,94
10239,9457
10240,10039
10241,4877
10242,11648
10243,7782
10244,11087
10245,1567
10246,9067
10247,6415
10248,8840
10249,7561
10250,6187
10251,2844
10252,16
10253,11121
10254,11419
10255,1076
10256,7928
10257,10153
10258,11752
10259,11358
10260,3510
10261,8168
10262,627
10263,2792
10264,6889
10265,8575
10266,13254
10267,11701
10268,6713
10269,6036
10270,10399
10271,8522
10272,4865
10273,2057
10274,13506
10275,10738
10276,90
10277,6434
10278,4674
10279,13151
10280,7032
10281,6621
10282,9702
10283,12946
10284,12969
10285,300
10286,5085
10287,2923
10288,10119
10289,1657
10290,11391
10291,13331
10292,171
10293,5762
10294,4221
10295,5925
10296,7630
10297,59
10298,3862
10299,3301
10300,12839
10301,13588
10302,9694
10303,10980
10304,1609
10305,5747
10306,3549
10307,2190
10308,1544
10309,5395
10310,12076
10311,10198
10312,4471
10313,11050
10314,5899
10315,7636
10316,9302
10317,9128
10318,4874
10319,4880
10320,9283
10321,6888
10322,8141
10323,6837
10324,1576
10325,13593
10326,7972
10327,12311
10328,2918
10329,9250
10330,5461
10331,5586
10332,8644
10333,12040
10334,11663
10335,1510
10336,6108
10337,12398
10338,7620
10339,10564
10340,9795
10341,4576
10342,230
10343,4588
10344,7976
10345,12544
10346,6010
10347,7551
10348,2902
10349,6544
10350,10798
10351,4186
10352,6174
10353,11681
10354,2416
10355,5473
10356,9742
10357,10563
10358,10068
10359,10460
10360,13201
10361,12700
10362,9866
10363,280
10364,7318
10365,4645
10366,8888
10367,62
10368,6391
10369,2239
10370,5354
10371,1028
10372,7932
10373,10611
10374,10332
10375,3404
10376,1984
10377,11851
10378,10595
10379,808
10380,10316
10381,10019
10382,4116
10383,5889
10384,11781
10385,5273
10386,10496
10387,7897
10388,7102
10389,6307
10390,3779
10391,3189
10392,9976
10393,3727
10394,12511
10395,1643
10396,13447
10397,8998
10398,7621
10399,9957
10400,11078
10401,10017
10402,12214
10403,8972
10404,1444
10405,11706
10406,5412
10407,5581
10408,2833
10409,11969
10410,9811
10411,1739
10412,2493
10413,4951
10414,1408
10415,2201
10416,4417
10417,11227
10418,5500
10419,1865
10420,6542
10421,7830
10422,11864
10423,11075
10424,7225
10425,4077
10426,303
10427,9371
10428,1447
10429,1395
10430,7699
10431,4633
10432,2102
10433,9194
10434,9820
10435,11254
10436,7335
10437,8375
10438,1742
10439,12979
10440,9589
10441,8133
10442,11791
10443,7251
10444,1044
10445,8391
10446,6281
10447,9631
10448,4030
10449,6649
10450,7445
10451,6681
10452,1376
10453,2934
10454,4219
10455,11069
10456,1045
10457,588
10458,8156
10459,2299
10460,4422
10461,4894
10462,3635
10463,1046
10464,3314
10465,12616
10466,2834
10467,3251
10468,6885
10469,5095
10470,1941
10471,3037
10472,1601
10473,8837
10474,5845
10475,8876
10476,4393
10477,12592
10478,490
10479,4185
10480,4993
10481,12164
10482,3678
10483,337
10484,10984
10485,3227
10486,1994
10487,2425
10488,1770
10489,2385
10490,11200
10491,10955
10492,2408
10493,2418
10494,7232
10495,9322
10496,6285
10497,5832
10498,1355
10499,6144
10500,10829
10501,900
10502,10616
10503,271
10504,7664
10505,10329
10506,4440
10507,6027
10508,603
10509,7018
10510,8740
10511,12785
10512,3728
10513,4041
10514,4073
10515,10869
10516,9236
10517,7278
10518,5776
10519,12665
10520,2338
10521,12988
10522,10182
10523,4457
10524,12057
10525,354
10526,1697
10527,3310
10528,9871
10529,818
10530,10817
10531,7848
10532,12503
10533,10400
10534,850
10535,11966
10536,11432
10537,628
10538,9882
10539,9561
10540,10416
10541,7119
10542,8012
10543,2291
10544,1989
10545,7539
10546,7266
10547,6423
10548,8255
10549,158
10550,632
10551,4964
10552,8400
10553,7701
10554,8261
10555,12817
10556,10610
10557,2007
10558,6922
10559,13094
10560,10753
10561,10199
10562,8322
10563,6810
10564,3667
10565,10899
10566,7344
10567,4310
10568,12390
10569,3597
10570,9839
10571,200
10572,12788
10573,5497
10574,7753
10575,8037
10576,6109
10577,743
10578,9596
10579,3946
10580,302
10581,2224
10582,12524
10583,13221
10584,6060
10585,5274
10586,11061
10587,7961
10588,796
10589,5191
10590,3449
10591,13443
10592,9733
10593,5838
10594,204
10595,371
10596,13237
10597,11895
10598,1794
10599,93
10600,6454
10601,1302
10602,12295
10603,11580
10604,8790
10605,9531
10606,3810
10607,8523
10608,13142
10609,6523
10610,10853
10611,10138
10612,7808
10613,1641
10614,6055
10615,4541
10616,7801
10617,582
10618,6622
10619,8332
10620,10207
10621,6660
10622,2382
10623,10239
10624,9686
10625,4187
10626,6762
10627,11113
10628,12619
10629,1173
10630,10693
10631,3553
10632,1384
10633,5893
10634,8240
10635,7591
10636,1962
10637,1153
10638,7336
10639,3788
10640,3848
10641,7250
10642,886
10643,2612
10644,5132
10645,12254
10646,13375
10647,8979
10648,4986
10649,10554
10650,12713
10651,12974
10652,2616
10653,12591
10654,3631
10655,11043
10656,345
10657,3166
10658,7549
10659,1437
10660,6023
10661,7121
10662,931
10663,9464
10664,5966
10665,5479
10666,10206
10667,189
10668,3987
10669,1914
10670,12856
10671,10253
10672,12066
10673,474
10674,11597
10675,4330
10676,4501
10677,6038
10678,6755
10679,8466
10680,2740
10681,12340
10682,9634
10683,2156
10684,4786
10685,13126
10686,13586
10687,9696
10688,7291
10689,11498
10690,10233
10691,2742
10692,8280
10693,1890
10694,473
10695,6557
10696,12662
10697,9272
10698,3876
10699,8569
10700,5756
10701,10801
10702,2874
10703,12316
10704,12141
10705,10323
10706,12191
10707,7870
10708,514
10709,5338
10710,4923
10711,6590
10712,5644
10713,10264
10714,8809
10715,7238
10716,8647
10717,9601
10718,966
10719,11526
10720,641
10721,815
10722,6624
10723,733
10724,7503
10725,13395
10726,10655
10727,5585
10728,10224
10729,13391
10730,2387
10731,13252
10732,12153
10733,10643
10734,5551
10735,2352
10736,6541
10737,4022
10738,621
10739,71
10740,5066
10741,12134
10742,6478
10743,13512
10744,2185
10745,10343
10746,449
10747,3503
10748,6526
10749,9275
10750,4238
10751,6348
10752,9331
10753,8165
10754,3671
10755,6318
10756,7000
10757,3094
10758,11713
10759,3920
10760,5595
10761,11872
10762,5799
10763,1701
10764,5345
10765,1161
10766,8279
10767,8904
10768,19
10769,10383
10770,2404
10771,8119
10772,7242
10773,9020
10774,10871
10775,2182
10776,9896
10777,1744
10778,7944
10779,440
10780,3665
10781,6392
10782,9398
10783,13194
10784,12929
10785,7228
10786,3479
10787,1090
10788,12777
10789,10160
10790,1928
10791,3766
10792,12803
10793,10240
10794,411
10795,12465
10796,13536
10797,4150
10798,4313
10799,10846
10800,5536
10801,9321
10802,999
10803,9049
10804,13378
10805,2223
10806,1912
10807,9565
10808,6303
10809,740
10810,4523
10811,12546
10812,10342
10813,5835
10814,8145
10815,7986
10816,4622
10817,9991
10818,139
10819,9104
10820,8582
10821,5971
10822,6532
10823,13416
10824,11192
10825,2870
10826,13023
10827,783
10828,11630
10829,6801
10830,61
10831,5302
10832,1506
10833,10979
10834,12160
10835,8512
10836,9754
10837,212
10838,11567
10839,10538
10840,2450
10841,1773
10842,3228
10843,2777
10844,4716
10845,10786
10846,10839
10847,6336
10848,8111
10849,10356
10850,5804
10851,5769
10852,523
10853,4977
10854,12842
10855,774
10856,11136
10857,5223
10858,9064
10859,12750
10860,10188
10861,9211
10862,456
10863,2513
10864,5282
10865,6571
10866,1180
10867,1633
10868,3979
10869,4123
10870,2176
10871,9141
10872,8854
10873,6235
10874,5033
10875,2714
10876,936
10877,5205
10878,3791
10879,4547
10880,9745
10881,13424
10882,10931
10883,13199
10884,2259
10885,12242
10886,8143
10887,6199
10888,2995
10889,9105
10890,12519
10891,5705
10892,11337
10893,8870
10894,10647
10895,10395
10896,6611
10897,5451
10898,5290
10899,7647
10900,7544
10901,9816
10902,3662
10903,5906
10904,7501
10905,10232
10906,5798
10907,980
10908,5593
10909,2880
10910,2604
10911,5635
10912,57
10913,7343
10914,10413
10915,5162
10916,4505
10917,3190
10918,8120
10919,7090
10920,6402
10921,12359
10922,12763
10923,3935
10924,13180
10925,3408
10926,1703
10927,635
10928,6056
10929,9569
10930,1030
10931,5363
10932,6689
10933,2935
10934,13044
10935,2412
10936,4770
10937,11744
10938,5828
10939,1933
10940,6955
10941,8714
10942,10136
10943,12737
10944,2903
10945,12624
10946,11603
10947,4711
10948,9187
10949,12169
10950,3044
10951,1740
10952,3837
10953,11672
10954,2861
10955,11861
10956,2553
10957,11109
10958,7784
10959,8147
10960,9851
10961,11902
10962,926
10963,12444
10964,10202
10965,12383
10966,3151
10967,6829
10968,11053
10969,8249
10970,7547
10971,883
10972,10790
10973,5916
10974,278
10975,4909
10976,10121
10977,9613
10978,8184
10979,8472
10980,6675
10981,9243
10982,5613
10983,12002
10984,2119
10985,8779
10986,7613
10987,9103
10988,10393
10989,10367
10990,7610
10991,5442
10992,8046
10993,3988
10994,6792
10995,11555
10996,8851
10997,9766
10998,9895
10999,12315
11000,12768
11001,12388
11002,12508
11003,10609
11004,11628
11005,1470
11006,12819
11007,8640
11008,5214
11009,8069
11010,4728
11011,2882
11012,2208
11013,9612
11014,11124
11015,3706
11016,12072
11017,3634
11018,7990
11019,23
11020,1565
11021,11225
11022,2627
11023,4474
11024,8057
11025,11329
11026,5919
11027,4241
11028,8412
11029,358
11030,3622
11031,12607
11032,6271
11033,4934
11034,6015
11035,6190
11036,7213
11037,2710
11038,13189
11039,11096
11040,13062
11041,1719
11042,9529
11043,10302
11044,12494
11045,12286
11046,4849
11047,12589
11048,458
11049,5026
11050,4388
11051,10957
11052,5306
11053,3363
11054,3254
11055,4010
11056,1248
11057,1942
11058,10363
11059,9215
11060,11283
11061,2837
11062,8456
11063,736
11064,7479
11065,5237
11066,8203
11067,5357
11068,10598
11069,12400
11070,12888
11071,4761
11072,3206
11073,10891
11074,8438
11075,339
11076,5052
11077,3256
11078,6104
11079,998
11080,4381
11081,6928
11082,930
11083,11788
11084,10795
11085,12258
11086,3601
11087,11558
11088,5417
11089,8839
11090,4835
11091,1483
11092,8403
11093,13437
11094,4356
11095,5443
11096,12005
11097,6812
11098,12564
11099,1749
11100,10998
11101,10484
11102,5084
11103,3425
11104,9386
11105,6382
11106,10754
11107,9879
11108,2668
11109,7596
11110,4749
11111,5499
11112,1721
11113,3329
11114,5750
11115,10787
11116,5378
11117,12672
11118,2725
11119,2275
11120,2242
11121,11310
11122,6615
11123,789
11124,4843
11125,9087
11126,7420
11127,10137
11128,688
11129,4359
11130,11549
11131,12166
11132,10307
11133,13153
11134,11780
11135,7779
11136,295
11137,7370
11138,7299
11139,12136
11140,8608
11141,1055
11142,11207
11143,12103
11144,13042
11145,3101
11146,13039
11147,1896
11148,13599
11149,10141
11150,1212
11151,12430
11152,617
11153,5411
11154,12374
11155,2699
11156,2508
11157,12612
11158,7818
11159,7444
11160,10874
11161,8440
11162,7322
11163,8944
11164,3559
11165,912
11166,13511
11167,6520
11168,13476
11169,738
11170,3767
11171,11218
11172,12268
11173,5074
11174,2876
11175,9609
11176,3525
11177,8366
11178,6359
11179,10566
11180,393
11181,7813
11182,7362
11183,6374
11184,11215
11185,13567
11186,6486
11187,3035
11188,175
11189,11920
11190,6658
11191,674
11192,5958
11193,1771
11194,11482
11195,10556
11196,1851
11197,11483
11198,5667
11199,6234
11200,8452
11201,2836
11202,13109
11203,3374
11204,6547
11205,1883
11206,4452
11207,11794
11208,4666
11209,3643
11210,3322
11211,3901
11212,7145
11213,274
11214,1821
11215,2747
11216,1050
11217,6601
11218,7196
11219,11772
11220,4195
11221,3104
11222,13365
11223,5601
11224,9196
11225,6021
11226,10694
11227,12491
11228,427
11229,12129
11230,12172
11231,10688
11232,11640
11233,11731
11234,419
11235,5477
11236,3362
11237,11795
11238,6388
11239,10089
11240,10122
11241,126
11242,4992
11243,1128
11244,899
11245,6135
11246,6300
11247,11733
11248,8106
11249,9496
11250,13371
11251,3328
11252,1427
11253,13356
11254,7060
11255,6007
11256,12186
11257,4913
11258,2255
11259,11798
11260,11594
11261,2433
11262,9701
11263,9827
11264,5619
11265,9671
11266,6422
11267,3247
11268,3391
11269,8459
11270,11741
11271,11134
11272,6248
11273,12568
11274,4441
11275,4795
11276,6517
11277,2631
11278,4734
11279,2202
11280,9280
11281,3483
11282,4224
11283,1268
11284,5532
11285,12342
11286,8048
11287,11276
11288,1279
11289,13312
11290,10078
11291,2573
11292,568
11293,4671
11294,6751
11295,2256
11296,1151
11297,5658
11298,11308
11299,4892
11300,10169
11301,10161
11302,6287
11303,8247
11304,8113
11305,309
11306,12229
11307,9170
11308,9557
11309,1990
11310,12416
11311,6603
11312,12341
11313,7649
11314,9796
11315,1114
11316,3029
11317,10067
11318,4326
11319,4003
11320,13128
11321,12213
11322,7108
11323,10676
11324,8682
11325,8422
11326,7707
11327,1653
11328,3183
11329,990
11330,10522
11331,75
11332,11455
11333,8898
11334,4589
11335,4790
11336,5415
11337,12959
11338,11361
11339,13381
11340,12892
11341,9648
11342,7467
11343,4591
11344,3903
11345,22
11346,11888
11347,4316
11348,11884
11349,954
11350,5448
11351,5874
11352,13263
11353,6479
11354,12924
11355,9989
11356,10831
11357,10430
11358,7472
11359,9646
11360,5267
11361,215
11362,63
11363,312
11364,5964
11365,8075
11366,7807
11367,8518
11368,11245
11369,10615
11370,4831
11371,3482
11372,3527
11373,3555
11374,7193
11375,2025
11376,10365
11377,11047
11378,7106
11379,10716
11380,2058
11381,9392
11382,1859
11383,2244
11384,1465
11385,2485
11386,6546
11387,6661
11388,301
11389,7994
11390,12962
11391,7985
11392,1997
11393,1239
11394,7728
11395,8730
11396,2862
11397,9520
11398,3105
11399,3919
11400,729
11401,5761
11402,4533
11403,11080
11404,9758
11405,2950
11406,8613
11407,7787
11408,11449
11409,11404
11410,5042
11411,10985
11412,1930
11413,12317
11414,13538
11415,1575
11416,29
11417,10023
11418,2292
11419,6691
11420,12348
11421,6912
11422,7350
11423,11751
11424,8431
11425,11854
11426,846
11427,294
11428,8505
11429,10756
11430,610
11431,5190
11432,5837
11433,1902
11434,10633
11435,12631
11436,793
11437,7417
11438,2402
11439,2962
11440,5229
11441,6927
11442,4723
11443,12035
11444,206
11445,13175
11446,3023
11447,8726
11448,2041
11449,10725
11450,1377
11451,12934
11452,3273
11453,4371
11454,9095
11455,3447
11456,9660
11457,7131
11458,6987
11459,6323
11460,8132
11461,9410
11462,8364
11463,12009
11464,8637
11465,599
11466,9664
11467,4287
11468,3942
11469,1307
11470,7441
11471,9199
11472,11906
11473,10990
11474,10905
11475,6030
11476,11071
11477,6769
11478,10230
11479,13556
11480,3291
11481,1722
11482,9583
11483,13358
11484,4965
11485,6501
11486,2423
11487,645
11488,3541
11489,6414
11490,8947
11491,9507
11492,8909
11493,5651
11494,6985
11495,1607
11496,2703
11497,12231
11498,5606
11499,34
11500,5662
11501,6319
11502,11265
11503,5620
11504,5649
11505,8185
11506,4566
11507,194
11508,7875
11509,546
11510,7856
11511,10093
11512,5247
11513,13143
11514,10477
11515,7320
11516,6516
11517,11956
11518,9420
11519,8122
11520,11530
11521,3760
11522,8103
11523,1131
11524,4948
11525,13326
11526,11188
11527,2509
11528,771
11529,4850
11530,11649
11531,1333
11532,949
11533,4506
11534,2590
11535,3278
11536,9033
11537,11504
11538,10265
11539,4689
11540,3112
11541,5674
11542,2211
11543,13040
11544,6753
11545,11994
11546,7372
11547,5176
11548,11413
11549,5108
11550,7600
11551,2510
11552,10051
11553,11258
11554,3670
11555,1907
11556,1265
11557,2760
11558,7088
11559,8253
11560,2131
11561,7493
11562,11195
11563,13050
11564,10277
11565,50
11566,784
11567,12027
11568,8827
11569,12095
11570,13310
11571,1031
11572,5341
11573,13003
11574,8645
11575,5545
11576,5534
11577,13508
11578,154
11579,5707
11580,4112
11581,9012
11582,2563
11583,3637
11584,2391
11585,1467
11586,7305
11587,9233
11588,13430
11589,7405
11590,5822
11591,287
11592,778
11593,2295
11594,3226
11595,9134
11596,5548
11597,10816
11598,8250
11599,887
11600,4607
11601,10562
11602,4944
11603,6962
11604,11319
11605,106
11606,7902
11607,10177
11608,4994
11609,4755
11610,4496
11611,2581
11612,10392
11613,7152
11614,8980
11615,7694
11616,3243
11617,12396
11618,561
11619,3351
11620,5673
11621,11318
11622,187
11623,7434
11624,8510
11625,3467
11626,11060
11627,775
11628,304
11629,8338
11630,7124
11631,10350
11632,7117
11633,8751
11634,5167
11635,5967
11636,9587
11637,1356
11638,10941
11639,12931
11640,3528
11641,12081
11642,10524
11643,2650
11644,7429
11645,3519
11646,8688
11647,11345
11648,8591
11649,5755
11650,8664
11651,11246
11652,123
11653,7676
11654,2263
11655,13235
11656,9432
11657,1426
11658,10300
11659,1347
11660,1714
11661,3233
11662,895
11663,9503
11664,8908
11665,508
11666,732
11667,12324
11668,13366
11669,3518
11670,12122
11671,4447
11672,2403
11673,1655
11674,8448
11675,4767
11676,12533
11677,4862
11678,12862
11679,10577
11680,12602
11681,1690
11682,4824
11683,6657
11684,9841
11685,12084
11686,8665
11687,1295
11688,8960
11689,5920
11690,6249
11691,52
11692,11987
11693,12090
11694,6617
11695,8350
11696,6082
11697,6698
11698,13626
11699,6699
11700,11572
11701,11637
11702,13131
11703,3599
11704,3115
11705,1271
11706,13127
11707,9252
11708,687
11709,11853
11710,5923
11711,4921
11712,13220
11713,12485
11714,2247
11715,2739
11716,7282
11717,11568
11718,1383
11719,12112
11720,10811
11721,12963
11722,8680
11723,4979
11724,2718
11725,11478
11726,4101
11727,12308
11728,11006
11729,12638
11730,12728
11731,10579
11732,9775
11733,8420
11734,5909
11735,6772
11736,5603
11737,7454
11738,1425
11739,2152
11740,5450
11741,9693
11742,5654
11743,12838
11744,6210
11745,3992
11746,5908
11747,5570
11748,11522
11749,3043
11750,4757
11751,10884
11752,9320
11753,4624
11754,3716
11755,4070
11756,6134
11757,869
11758,11381
11759,8415
11760,5455
11761,13408
11762,8381
11763,5260
11764,10889
11765,6496
11766,1860
11767,4373
11768,2300
11769,3745
11770,10406
11771,6315
11772,6226
11773,12367
11774,4160
11775,2389
11776,9212
11777,4339
11778,1469
11779,4798
11780,6866
11781,10509
11782,7197
11783,3746
11784,3176
11785,9002
11786,556
11787,8305
11788,1777
11789,4794
11790,2636
11791,12428
11792,11918
11793,7788
11794,8200
11795,3770
11796,7045
11797,5408
11798,7975
11799,3433
11800,4134
11801,7118
11802,9887
11803,11684
11804,4418
11805,2566
11806,6767
11807,13550
11808,9563
11809,1713
11810,7325
11811,413
11812,5277
11813,10823
11814,11644
11815,6816
11816,9932
11817,1838
11818,12345
11819,2078
11820,8269
11821,8182
11822,952
11823,3266
11824,2955
11825,11294
11826,9061
11827,11355
11828,5678
11829,9610
11830,9930
11831,3387
11832,6565
11833,12356
11834,8195
11835,2004
11836,2639
11837,472
11838,5217
11839,6937
11840,12094
11841,7857
11842,9512
11843,4552
11844,5682
11845,4429
11846,110
11847,13367
11848,2322
11849,13436
11850,9454
11851,4323
11852,11327
11853,7114
11854,13616
11855,13229
11856,11766
11857,6490
11858,1472
11859,947
11860,10842
11861,9305
11862,6012
11863,10645
11864,9132
11865,8236
11866,13190
11867,12664
11868,10626
11869,4266
11870,11049
11871,12855
11872,4941
11873,495
11874,9598
11875,2940
11876,7662
11877,433
11878,7495
11879,12178
11880,4216
11881,8551
11882,1398
11883,3392
11884,9884
11885,1108
11886,9107
11887,10151
11888,11814
11889,11174
11890,8436
11891,11590
11892,2174
11893,6906
11894,2930
11895,7536
11896,1422
11897,3952
11898,10715
11899,468
11900,1591
11901,8806
11902,779
11903,7927
11904,12914
11905,5778
11906,4809
11907,492
11908,12331
11909,9867
11910,1486
11911,9900
11912,2784
11913,6855
11914,12364
11915,10919
11916,6882
11917,4714
11918,1443
11919,3732
11920,624
11921,3899
11922,742
11923,6220
11924,1203
11925,13455
11926,3905
11927,10572
11928,1810
11929,3707
11930,12244
11931,2682
11932,6485
11933,7269
11934,12378
11935,6343
11936,10081
11937,5235
11938,10582
11939,12957
11940,9241
11941,1092
11942,10038
11943,324
11944,1584
11945,13174
11946,6448
11947,12520
11948,8685
11949,5468
11950,9602
11951,6313
11952,5743
11953,11427
11954,4597
11955,9334
11956,13225
11957,9078
11958,9351
11959,7285
11960,5859
11961,2253
11962,6800
11963,5633
11964,13573
11965,4662
11966,5664
11967,1724
11968,13053
11969,12758
11970,11893
